isbn,title,author,year
9780446695700,Skin Tight,Carl Hiaasen,1989
9781423147950,Uncommon Criminals,Ally Carter,2011
9780375840910,The Penderwicks on Gardam Street,Jeanne Birdsall,2008
9780515142910,Daring to Dream,Nora Roberts,1996
9780606298230,Rising Sun,Michael Crichton,1992
9780804138150,Why Not Me?,Mindy Kaling,2015
9780345363310,Demon Lord of Karanda,David Eddings,1988
9780061449150,Fear,Michael  Grant,2012
9781857236550,First King of Shannara,Terry Brooks,1996
9780749909060,Dream Warrior,Sherrilyn Kenyon,2009
9780385338900,How to Talk to a Widower,Jonathan Tropper,2007
9781905294960,Inkheart,Cornelia Funke,1990
9780553807240,Live To Tell,Lisa Gardner,2010
9781594481960,My Friend Leonard,James Frey,2005
9780062026540,The Bitter Kingdom,Rae Carson,2013
9780590664880,Runaway Ralph,Beverly Cleary,1970
9780307275550,The Devil Wears Prada,Lauren Weisberger,2003
9780451190540,"The Green Mile, Part 3: Coffey's Hands",Stephen King,1996
9780830737840,Peace Child,Don Richardson,1974
9780316234470,The 100,Kass Morgan,2013
9781841156740,The Corrections,Jonathan Franzen,2001
9781594745770,The Last Policeman,Ben H. Winters,2012
9780345481290,Throne of Jade,Naomi Novik,2006
9780425205680,Bloody Bones,Laurell K. Hamilton,1996
9780316154860,When Will There Be Good News?,Kate Atkinson,2008
9780060776240,"Kissing Coffins (Vampire Kisses, #2)",Ellen Schreiber,2005
9781400079490,The Plot Against America,Philip Roth,2004
9780446617800,The Angel Experiment,James Patterson,2005
9781416983100,Thirst No. 2,Christopher Pike,2010
9780375714380,Born Free: A Lioness of Two Worlds,Joy Adamson,1960
9780440235160,The Smoke Jumper,Nicholas Evans,2001
9780375753830,Georgiana: Duchess of Devonshire,Amanda Foreman,1998
9780767912270,To Have and to Hold ,Jane Green,2002
9780062429970,The Shepherd's Crown,Terry Pratchett,2015
9780312304360,Moloka'i,Alan Brennert,2003
9780671646780,The Magic of Thinking Big,David J. Schwartz,1959
9780061245080,Halfway to the Grave,Jeaniene Frost,2007
9780140238280,The Tortilla Curtain,T.C. Boyle,1995
9780375713350,Geek Love,Katherine Dunn,1989
9780785729020,Shoeless Joe,W.P. Kinsella,1982
9780140066910,The Women of Brewster Place,Gloria Naylor,1982
9780007563040,The Ice Twins,S.K. Tremayne,2015
9780439829110,The Dead of the Night,John Marsden,1994
9780142501090,The Legend of Luke,Brian Jacques,1999
9780553588730,The Happiest Baby on the Block,Harvey Karp,2002
9780679721030,Hiroshima,John Hersey,1946
9781476731540,Beautiful Stranger,Christina Lauren,2013
9781439181780,"The Power (The Secret, #2)",Rhonda Byrne,2009
9780552153260,Feet of Clay,Terry Pratchett,1996
9780140283300,White Noise,Don DeLillo,1985
9781416978950,The Haunted,Jessica Verday,2010
9781250031130,The Beautiful Mystery,Louise Penny,2012
9780375705110,The Way of Zen,Alan W. Watts,1957
9780778325500,Twenty Wishes,Debbie Macomber,2008
9783401063480,Saphirblau,Kerstin Gier,2010
9780060760880,One Crazy Summer,Rita Williams-Garcia,2010
9780552154220,The Fifth Elephant,Terry Pratchett,1999
9780451212450,Back Roads,Tawni O'Dell,1999
9780316246620,Ancillary Justice,Ann Leckie,2013
9781101875900,Our Souls at Night,Kent Haruf,2015
9780679736040,Toujours Provence,Peter Mayle,1991
9781400063970,The 19th Wife,David Ebershoff,2008
9780684859740,Grave Secrets,Kathy Reichs,2002
9781401324020,Naked Heat,Richard Castle,2010
9780307276900,A Million Little Pieces,James Frey,2003
9781406321340,Clockwork Princess,Cassandra Clare,2013
9780671522810,Braveheart,Randall Wallace,1995
9781594486000,A Brief History of Seven Killings,Marlon James,2014
9780679736370,Sophie's Choice,William Styron,1979
9780812968060,Snow Flower and the Secret Fan,Lisa See,2005
9780061043580,Unnatural Death,Dorothy L. Sayers,1927
9780425241130,Hit List,Laurell K. Hamilton,2011
9789793062790,Laskar Pelangi,Andrea Hirata,2005
9780544289600,The Crossover,Kwame Alexander,2014
9780385721420,Three Junes,Julia Glass,2002
9780385524990,Not My Daughter,Barbara Delinsky,2009
9780312641890,Cinder,Marissa Meyer,2012
9780553447440,Evicted: Poverty and Profit in the American City,Matthew Desmond,2016
9780525954580,Find Her,Lisa Gardner,2016
9780060788380,For a Few Demons More ,Kim Harrison,2007
9780670012950,What Happened to Goodbye,Sarah Dessen,2011
9780451231610,Ghost Town,Rachel Caine,2010
9780441014020,Pushing Ice,Alastair Reynolds,2005
9780449206520,Tales of the South Pacific,James A. Michener,1947
9780743233490,Break No Bones,Kathy Reichs,2006
9780307595120,The Wolf Gift,Anne Rice,2012
9781401322910,Free: The Future of a Radical Price,Chris Anderson,2009
9780804111100,The Hundred Secret Senses,Amy Tan,1995
9780064472780,All-American Girl,Meg Cabot,2002
9780571313240,The Girl in the Red Coat,Kate Hamer,2015
9781857236650,The King Beyond the Gate,David Gemmell,1985
9781595141710,Thirteen Reasons Why,Jay Asher,2007
9780310245650,What's So Amazing About Grace?,Philip Yancey,1997
9780062290400,The Invasion of the Tearling,Erika Johansen,2015
9780345511290,Star Wars: Darth Plagueis,James Luceno,2012
9781595143170,Bloodlines,Richelle Mead,2011
9780671741040,Swan Song,Robert McCammon,1987
9780553280520,The Blue Castle,L.M. Montgomery,1926
9780316125580,The Short Second Life of Bree Tanner,Stephenie Meyer,2009
9780553806620,Personal Demon,Kelley Armstrong,2008
9781416543690,The Lions of Lucerne,Brad Thor,2002
9780836218310,The Far Side Gallery 3,Gary Larson,1984
9780743223130,John Adams,David McCullough,2001
9780345539940,As Chimney Sweepers Come to Dust ,Alan Bradley,2015
9780152024180,Peak,Roland Smith,2007
9780451233550,"The Morganville Vampires, Volume 3",Rachel Caine,2010
9780142406120,Point Blanc,Anthony Horowitz,2001
9780394758250,The Lady in the Lake,Raymond Chandler,1943
9780743454510,Second Glance,Jodi Picoult,2003
9780446699560,The Closers,Michael Connelly,2005
9780062380880,This Savage Song,Victoria Schwab,2016
9780345390400,The Hidden City,David Eddings,1994
9780743474150,A Kingdom of Dreams ,Judith McNaught,1989
9780440236700,Tell No One,Harlan Coben,2001
9780345298350,Gorky Park,Martin Cruz Smith,1981
9780062279870,Foreplay,Sophie Jordan,2013
9780440242180,To Tame a Highland Warrior,Karen Marie Moning,1999
9780393329120,Spook: Science Tackles the Afterlife,Mary Roach,2005
9780553271360,The Lords of Discipline,Pat Conroy,1980
9781250111170,Behind Her Eyes,Sarah Pinborough,2017
9780812966010,Theodore Rex,Edmund Morris,2001
9780553381530,The Beekeeper's Apprentice,Laurie R. King,1994
9780099436930,Glue,Irvine Welsh,2001
9780316713730,The Last Time They Met,Anita Shreve,2001
9783552060420,Gut gegen Nordwind,Daniel Glattauer,2006
9781250010700,Necessary Lies,Diane Chamberlain,2013
9780679601080,John Keats : The Complete Poems,John Keats,1820
9780141197940,Lady Windermere's Fan,Oscar Wilde,1893
9780440243760,Summer Sisters,Judy Blume,1998
9780061173390,"Are You There, Vodka? It's Me, Chelsea",Chelsea Handler,2007
9781455566020,The Last Mile,David Baldacci,2016
9780684833770,Succulent Wild Woman,S.A.R.K.,1997
9780060741880,"Alas, Babylon",Pat Frank,1959
9780316001920,Cleopatra: A Life,Stacy Schiff,2006
9780425182870,Chosen Prey,John Sandford,2001
9780345396560,Ilse Witch ,Terry Brooks,2000
9780446564080,Deliver Us From Evil,David Baldacci,2010
9780061935110,Vanish,Sophie Jordan,2011
9781416534730,A Connecticut Yankee in King Arthur's Court,Mark Twain,1889
9780385538730,Missoula: Rape and the Justice System in a College Town,Jon Krakauer,2015
9780375724500,Ghostwritten,David Mitchell,1999
9780007245830,A Vintage Affair,Isabel Wolff,2009
9780060593090,Quicksilver,Neal Stephenson,2003
9780425161240,Chromosome 6,Robin Cook,1997
9785559609130,Vittorio the Vampire,Anne Rice,1999
9782221090730,Hell's Angels,Hunter S. Thompson,1966
9781423108370,The Time Paradox,Eoin Colfer,2008
9781847249550,Cleopatra's Daughter,Michelle Moran,2009
9781451645830,Ordinary Grace,William Kent Krueger,2013
9780345450720,Distant Shores,Kristin Hannah,2002
9780446607710,The Simple Truth,David Baldacci,1998
9780142408650,A Countess Below Stairs,Eva Ibbotson,1981
9780743217190,Cuentos de Eva Luna,Isabel Allende,1988
9780312374980,Sworn to Silence,Linda Castillo,2009
9780312605380,Married By Morning,Lisa Kleypas,2010
9780316125840,I Hunt Killers,Barry Lyga,2012
9780515116760,Born in Ice,Nora Roberts,1995
9780385339160,Darkfever,Karen Marie Moning,2006
9780425214600,Darkfall,Dean Koontz,1984
9783704313170,"Robin Hood, le prince des voleurs",Alexandre Dumas,1862
9781455581160,Friction,Sandra Brown,2015
9781511660660,The Mistake,Elle Kennedy,2015
9780679723690,Cathedral,Raymond Carver,1983
9780061124300,We Need to Talk About Kevin,Lionel Shriver,2003
9781476771430,Finding Cinderella,Colleen Hoover,2013
9780061659220,Radiant Shadows,Melissa Marr,2010
9780385339680,The Last Juror,John Grisham,2004
9780553575380,Excession,Iain M. Banks,1996
9780060725110,Shadowland,Meg Cabot,2000
9780765345010,Child of the Prophecy ,Juliet Marillier,2001
9780345505700,Mystery,Jonathan Kellerman,2011
9780310247530,Even Now,Karen Kingsbury,2005
9780060584020,Metro Girl,Janet Evanovich,2004
9780316735510,Eat to Live,Joel Fuhrman,2003
9780440238160,The Amber Spyglass,Philip Pullman,2000
9780062059960,The Elite,Kiera Cass,2013
9780449005780,"Welcome to the World, Baby Girl!",Fannie Flagg,1998
9780312426220,Pardonable Lies,Jacqueline Winspear,2005
9780316014280,Light on Snow,Anita Shreve,2004
9780743493920,Body of Evidence ,Patricia Cornwell,1991
9780399229190,The Very Busy Spider ,Eric Carle,1984
9780689865400,Pretties,Scott Westerfeld,2005
9780425184230,The Sum of All Fears,Tom Clancy,1991
9780099471370,The Mummy,Anne Rice,1989
9780312981270,Temple,Matthew Reilly,1999
9780545060490,The Emperor's Code,Gordon Korman,2010
9780062014560,Panic,Lauren Oliver,2014
9780689855540,What My Mother Doesn't Know,Sonya Sones,2001
9780062317150,The Guard,Kiera Cass,2014
9780140244820,Songs in Ordinary Time,Mary McGarry Morris,1995
9780552139140,The Chronicles of Pern: First Fall,Anne McCaffrey,1993
9781471132970,The Taming of the Queen,Philippa Gregory,2015
9780062237380,Annabel,Lauren Oliver,2012
9781423121310,Demonglass,Rachel Hawkins,2011
9780738718680,Return to Paradise,Simone Elkeles,2010
9781476759550,A Beautiful Wedding,Jamie McGuire,2013
9781476728740,The Wright Brothers,David McCullough,2015
9780452281260,Anthem,Ayn Rand,1938
9780446696590,The Lake House,James Patterson,2003
9780062320060,The Heist,Daniel Silva,2014
9780380710810,The First Man in Rome,Colleen McCullough,1990
9780375840400,Eldest,Christopher Paolini,2005
9780806512820,Johnny Got His Gun,Dalton Trumbo,1939
9780345376050,The Feast of All Saints,Anne Rice,1979
9780356502020,The Crimson Campaign,Brian  McClellan,2014
9780060005700,The Paradox of Choice: Why More Is Less,Barry Schwartz,2004
9781857987640,The City and the Stars,Arthur C. Clarke,1956
9780316070520,Twilight Director's Notebook,Catherine Hardwicke,2009
9781595541220,Monster,Frank E. Peretti,2005
9780345330130,Double Star,Robert A. Heinlein,1956
9780060724700,Twilight,Meg Cabot,2005
9781501132930,The Woman in Cabin 10,Ruth Ware,2016
9780060763890,The Judas Strain,James Rollins,2007
9780553805470,The Wolf of Wall Street,Jordan Belfort,2007
9780062320220,The Black Widow,Daniel Silva,2016
9780786931380,The Legend of Huma (Dragonlance: Heroes #1),Richard A. Knaak,1988
9780671729480,Petals on the Wind,V.C. Andrews,1980
9780064409600,Love That Dog,Sharon Creech,2001
9781599901090,"Sun and Moon, Ice and Snow",Jessica Day George,2008
9780060594660,"Crooked Letter, Crooked Letter",Tom Franklin,2009
9781442426670,Finale,Becca Fitzpatrick,2012
9781861977690,Art of Seduction,Robert Greene,2001
9780446580340,Simple Genius,David Baldacci,2007
9780671035980,How to Stop Worrying and Start Living,Dale Carnegie,1944
9780312147010,The Persian Pickle Club,Sandra Dallas,1995
9781423113490,Percy Jackson and the Olympians Boxed Set,Rick Riordan,2008
9780399164440,Concealed in Death,J.D. Robb,2014
9780439846840,The Stonekeeper's Curse,Kazu Kibuishi,2009
9780446402390,Child 44,Tom Rob Smith,2008
9780380709530,Ramona and Her Mother,Beverly Cleary,1980
9780395870820,Tuesday,David Wiesner,1991
9780399154220,Invisible Prey,John Sandford,2007
9780007491440,The Shock of the Fall,Nathan Filer,2013
9780060652890,A Grief Observed,C.S. Lewis,1942
9780140042530,The Dharma Bums,Jack Kerouac,1958
9780451203780,The Scarlet Feather,Maeve Binchy,2000
9780671733410,Women Who Love Too Much,Robin Norwood,1985
9780609809650,Genghis Khan and the Making of the Modern World,Jack Weatherford,2004
9780545424930,The Raven Boys,Maggie Stiefvater,2012
9780747594150,Syren,Angie Sage,2009
9780060594530,Lost Horizon,James Hilton,1933
9780140280560,Galileo's Daughter,Dava Sobel,1999
9781594485760,The Psychopath Test,Jon Ronson,2011
9780425188930,The Damnation Game,Clive Barker,1985
9781439172570,The First Bad Man,Miranda July,2015
9780765336410,The Emperor's Blades,Brian Staveley,2014
9780312342030,A Wolf at the Table,Augusten Burroughs,2008
9780618665460,Deep and Dark and Dangerous: A Ghost Story,Mary Downing Hahn,2007
9781474600160,The Versions of Us,Laura  Barnett,2015
9780230706160,Hell's Corner ,David Baldacci,2010
9780345496870,Empire of Ivory,Naomi Novik,2007
9781595551380,"Bonhoeffer: Pastor, Martyr, Prophet, Spy",Eric Metaxas,2009
9780316905720,"Cirque Du Freak (Cirque du Freak, #1) ",Darren Shan,2000
9781416971700,Out of My Mind,Sharon M. Draper,2010
9780440244510,Ashes of Midnight,Lara Adrian,2009
9780749932980,"Face the Fire (Three Sisters Island, #3)",Nora Roberts,2002
9780060096150,Princess in Training,Meg Cabot,2006
9781416523710,Leaves of Grass,Walt Whitman,1855
9781594483070,I Was Told There'd Be Cake,Sloane Crosley,2008
9780399155340,The Help,Kathryn Stockett,2009
9780573613050,Huis clos,Jean-Paul Sartre,1944
9780345419620,The Queen of the Damned,Anne Rice,1988
9780316012830,One Good Turn,Kate Atkinson,2006
9780505523890,Dark Magic,Christine Feehan,2000
9780441017160,Dead and Gone,Charlaine Harris,2009
9780743412020,Pay It Forward,Catherine Ryan Hyde,1999
9781594486340,The Good Lord Bird,James McBride,2013
9780575082460,Best Served Cold,Joe Abercrombie,2009
9780142401770,Keeping the Moon,Sarah Dessen,1999
9780446556810,Sin Undone,Larissa Ione,2010
9780671004230,The Locket,Richard Paul Evans,1998
9780786939830,Exile ,R.A. Salvatore,1990
9780061020020,The Struggle,L.J. Smith,1991
9780142401420,Outcast of Redwall,Brian Jacques,1995
9780446697440,The Widow of the South,Robert Hicks,2005
9780307990680,Odd Apocalypse,Dean Koontz,2012
9780192833590,Great Expectations,Charles Dickens,1860
9780764223300,The Covenant,Beverly  Lewis,2002
9780399154140,Mistress of the Art of Death,Ariana Franklin,2007
9780812513740,The Shadow Rising ,Robert Jordan,1992
9780671890920,The Longest Day,Cornelius Ryan,1959
9780385539290,The Road to Little Dribbling,Bill Bryson,2015
9781937007290,Fated,Benedict Jacka,2012
9780786890750,"PS, I Love You",Cecelia Ahern,2003
9780739437580,Safe Harbour,Danielle Steel,2003
9780152063960,Graceling,Kristin Cashore,2008
9781842430220,Still Life with Woodpecker,Tom Robbins,1980
9780425160980,Hornet's Nest,Patricia Cornwell,1996
9780141185910,Go Tell It on the Mountain,James     Baldwin,1953
9780425157530,Sudden Prey,John Sandford,1996
9780345496540,The Dreaming Void,Peter F. Hamilton,2007
9780670062410,Llama Llama Mad at Mama,Anna Dewdney,2007
9780786856920,Schooled,Gordon Korman,2000
9780060512740,The Lathe of Heaven,Ursula K. Le Guin,1971
9780802170380,Flight: A Novel,Sherman Alexie,2007
9780553816720,The Notebook,Nicholas Sparks,1996
9780061129770,"The Monkey Wrench Gang (Monkey Wrench Gang, #1)",Edward Abbey,1975
9781451649920,MacRieve,Kresley Cole,2013
9780451209340,The Kill Artist,Daniel Silva,2000
9781416989430,Crescendo,Becca Fitzpatrick,2010
9781250029880,Styxx,Sherrilyn Kenyon,2013
9780553807060,Odd Hours,Dean Koontz,2008
9780380000840,The Guns of Avalon,Roger Zelazny,1972
9780349108390,Generation X: Tales for an Accelerated Culture,Douglas Coupland,1991
9781439133770,The Puppet Masters,Robert A. Heinlein,1951
9780545123270,Shiver,Maggie Stiefvater,2009
9780440243910,Genghis: Birth of an Empire,Conn Iggulden,2007
9781400063840,Last Night in Twisted River,John Irving,2009
9781594201510,Gang Leader for a Day,Sudhir Venkatesh,2008
9780062409200,News of the World,Paulette Jiles,2016
9781597372560,The Never War,D.J. MacHale,2003
9780312591830,Family Pictures,Jane Green,2013
9781400031700,The Secret History,Donna Tartt,1992
9780743477570,The Taming of the Shrew,William Shakespeare,1593
9780778319050,Don't You Cry,Mary Kubica,2016
9780515141660,Morrigan's Cross,Nora Roberts,2006
9780060893000,A Canticle for Leibowitz,Walter M. Miller Jr.,1959
9780573613320,The Odd Couple,Neil Simon,1965
9781442409070,Fever,Lauren DeStefano,2012
9780446612740,The Black Echo,Michael Connelly,1992
9780374193680,The Lover's Dictionary,David Levithan,2011
9780743290110,Chasing Harry Winston,Lauren Weisberger,2008
9780316219130,The Autumn Republic ,Brian  McClellan,2015
9781594747590,Library of Souls ,Ransom Riggs,2015
9780297854400,Life,Keith Richards,2010
9781841490240,Prentice Alvin (Tales of Alvin Maker #3),Orson Scott Card,1989
9789799625720,Supernova: Akar,Dee Lestari,2002
9780060092570,The Terminal Man,Michael Crichton,1972
9780192801690,The Secret Agent: A Simple Tale,Joseph Conrad,1907
9780375703840,Glamorama,Bret Easton Ellis,1998
9783426615360,How to Be Good,Nick Hornby,2001
9781573228730,Affinity,Sarah Waters,1999
9780749932820,"Heaven and Earth (Three Sisters Island, #2)",Nora Roberts,2001
9781619630660,Heir of Fire,Sarah J. Maas,2014
9780553589450,The Survivors Club,Lisa Gardner,2002
9780061288880,"Royal Blood (Vampire Kisses, #6)",Ellen Schreiber,2009
9780345519470,In Bed with a Highlander,Maya Banks,2011
9781416997960,"Chasing the Prophecy (Beyonders, #3)",Brandon Mull,2013
9780441020010,Frost Burned,Patricia Briggs,2013
9780099498600,Circle of Friends,Maeve Binchy,1990
9781250006330,Ascend,Amanda Hocking,2012
9780312364110,True Colors,Kristin Hannah,2009
9780312576980,The Murderer's Daughters,Randy Susan Meyers,2009
9781416989400,The Forbidden Game,L.J. Smith,1997
9780061092040,The Fourth Estate,Jeffrey Archer,1996
9780312954470,River God,Wilbur Smith,1993
9780062197270,Into the Darkest Corner,Elizabeth Haynes,2011
9780446677160,Stormy Weather,Carl Hiaasen,1995
9780141015870,The Confessor,Daniel Silva,2003
9780061493350,Telegraph Avenue,Michael Chabon,2012
9780439395620,The Bar Code Tattoo (Point Thriller),Suzanne Weyn,2004
9780440212810,Lost Souls,Poppy Z. Brite,1992
9780316214440,Red Country,Joe Abercrombie,2012
9780425267080,Burn,Maya Banks,2013
9780451458440,Grave Peril,Jim Butcher,2001
9780373210570,The Lost Prince,Julie Kagawa,2012
9780297859380,Gone Girl,Gillian Flynn,2012
9781416523730,"Billy Budd, Sailor",Herman Melville,1924
9780060096180,Teen Idol,Meg Cabot,2004
9780671739160,The Story of Philosophy,Will Durant,1926
9780374104110,Authority ,Jeff VanderMeer,2014
9780765326260,A Dog's Purpose ,W. Bruce Cameron,2010
9780812993260,The Road to Character,David  Brooks,2015
9780312315960,Magical Thinking: True Stories,Augusten Burroughs,2004
9780446608890,Saving Faith,David Baldacci,1999
9780452285450,The Lady and the Unicorn,Tracy Chevalier,2003
9780451464390,Skin Game,Jim Butcher,2014
9780316197080,Altered,Jennifer Rush,2013
9780230711260,Heartstone,C.J. Sansom,2010
9780451211030,"The Bastard (Kent Family Chronicles, Vol. 1)",John Jakes,1974
9780691096120,Walden; or Life in the Woods,Henry David Thoreau,1854
9789792248620,Negeri 5 Menara,Ahmad Fuadi,2009
9780316159430,Flyboys: A True Story of Courage,James D. Bradley,2003
9781891830430,Blankets,Craig Thompson,2003
9781414318640,"Her Mother's Hope (Marta's Legacy, #1)",Francine Rivers,2010
9780800733420,"Fools Rush In (Weddings by Bella, #1)",Janice  Thompson,2009
9780316230810,We Need New Names,NoViolet Bulawayo,2013
9781594488800,The Little Stranger,Sarah Waters,2009
9780765350370,Elantris,Brandon Sanderson,2005
9780399157070,The Sentry,Robert Crais,2011
9780802734370,Wild Cards,Simone Elkeles,2013
9780064440580,Days with Frog and Toad,Arnold Lobel,1979
9780060562530,Scandal in Spring,Lisa Kleypas,2006
9780312938830,Dream Chaser,Sherrilyn Kenyon,2008
9780380706140,Taliesin. Book I of the Pendragon Cycle,Stephen R. Lawhead,1987
9780618346260,The Two Towers,J.R.R. Tolkien,1954
9780099447120,Independence Day,Richard Ford,1995
9780515124640,The Shadowy Horses,Susanna Kearsley,1997
9780743426800,Inca Gold,Clive Cussler,1994
9780804137390,Essentialism: The Disciplined Pursuit of Less,Greg McKeown,2014
9780316777740,Naked,David Sedaris,1997
9780062280700,The Wicked Will Rise,Danielle  Paige,2015
9780345299120,The Midwich Cuckoos,John Wyndham,1957
9781455501470,Lethal,Sandra Brown,2011
9780679723000,The Book on the Taboo Against Knowing Who You Are,Alan W. Watts,1966
9780671726520,Kon-Tiki Ekspedisjonen,Thor Heyerdahl,1948
9781573223320,Across the Nightingale Floor ,Lian Hearn,2002
9780099595820,CivilWarLand in Bad Decline,George Saunders,1996
9780345532750,"Someday, Someday, Maybe ",Lauren Graham,2013
9780525952760,Catch Me,Lisa Gardner,2012
9781904442490,Drachenreiter,Cornelia Funke,1997
9780451208190,The English Assassin,Daniel Silva,2002
9781595542780,Skin,Ted Dekker,2006
9780752858490,The Bourne Ultimatum,Robert Ludlum,1990
9781937007580,Magic Rises,Ilona Andrews,2013
9781250028650,Z: A Novel of Zelda Fitzgerald,Therese Anne Fowler,2013
9780684856480,The Rum Diary,Hunter S. Thompson,1998
9780545240770,Prom and Prejudice,Elizabeth Eulberg,2011
9781606841440,Hourglass,Myra McEntire,2011
9780385664450,Ape House,Sara Gruen,2010
9780007230200,Wolf Hall,Hilary Mantel,2009
9781451686580,Contagious. Why Things Catch On.,Jonah Berger,2013
9781842431290,Another Roadside Attraction,Tom Robbins,1971
9780385339700,The Runaway Jury,John Grisham,1996
9780439771280,Out of the Dust,Karen Hesse,1997
9780553820270,Succubus Heat,Richelle Mead,2009
9780393086930,Six Days of the Condor,James Grady,1974
9780399158810,Delusion in Death,J.D. Robb,2012
9780345366240,The Eight,Katherine Neville,1988
9781596912850,Austenland,Shannon Hale,2007
9780670024960,Mastery,Robert Greene,2012
9781400083020,"Love Is a Mix Tape: Life and Loss, One Song at a Time",Rob Sheffield,2007
9780553813140,Midnight Tides,Steven Erikson,2004
9780743437810,The Vanished Man,Jeffery Deaver,2003
9780230703960,Rhett Butler's People,Donald McCaig,2007
9780439858040,Burning For Revenge,John Marsden,1997
9780345341680,"The White Dragon (Pern: Dragonriders of Pern, #3)",Anne McCaffrey,1978
9780452274430,In the Time of the Butterflies,Julia Alvarez,1994
9780747553860,Pastoralia,George Saunders,2000
9780393081500,Heft,Liz Moore,2012
9781101947140,Homegoing,Yaa Gyasi,2016
9780399155830,Knit Two,Kate Jacobs,2007
9780689877800,"The Recruit (Cherub, #1)",Robert Muchamore,2004
9780385538040,Beautiful You,Chuck Palahniuk,2014
9781439102440,Bones Are Forever,Kathy Reichs,2012
9780020248710,Way Station,Clifford D. Simak,1963
9780802142820,The Inheritance of Loss,Kiran Desai,2006
9780312359320,The Last Child,John Hart,2009
9780060595180,The Doors of Perception & Heaven and Hell,Aldous Huxley,1956
9780451465280,Vision in Silver ,Anne Bishop,2015
9780446696170,Fledgling,Octavia E. Butler,2005
9780451211480,Night over Water,Ken Follett,1991
9781847374590,The Lady of the Rivers,Philippa Gregory,2011
9780375705040,"Breath, Eyes, Memory ",Edwidge Danticat,1994
9781439142000,The Flamethrowers,Rachel Kushner,2013
9781558743660,"A Child Called ""It"": One Child's Courage to Survive",Dave Pelzer,1995
9781594481890,Reviving Ophelia: Saving the Selves of Adolescent Girls,Mary Pipher,1994
9780316074150,Changeless,Gail Carriger,2010
9780671011340,Almost Heaven,Judith McNaught,1989
9780007157170,Perelandra,C.S. Lewis,1943
9780307377040,Netherland,Joseph O'Neill,2008
9780553281740,Mona Lisa Overdrive,William Gibson,1988
9780980003440,The Crown Conspiracy,Michael J. Sullivan,2008
9780451188460,The Bone Collector,Jeffery Deaver,1997
9780399256130,Bloodrose,Andrea Cremer,2012
9780345348680,The Power That Preserves,Stephen R. Donaldson,1977
9780061229770,"Vampire, Interrupted",Lynsay Sands,2008
9780743218570,Flyy Girl,Omar Tyree,1993
9780061978070,Pandemonium,Lauren Oliver,2012
9780747263750,American Gods,Neil Gaiman,2001
9780316701340,Invasion of the Boy Snatchers,Lisi Harrison,2005
9781560760470,Sojourn (Dark Elf #3),R.A. Salvatore,1990
9781405258210,Code Name Verity,Elizabeth Wein,2012
9781400067890,Night Film,Marisha Pessl,2013
9780452276730,The Ghost Road,Pat Barker,1995
9780062289250,Burn For Me,Ilona Andrews,2014
9780553392920,Fool's Quest,Robin Hobb,2015
9780399153360,The Messenger,Daniel Silva,2006
9780876855970,Hot Water Music,Charles Bukowski,1983
9780007169920,And to Think That I Saw It on Mulberry Street,Dr. Seuss,1937
9780312599070,inf,Sherrilyn Kenyon,2010
9780439813780,The Invention of Hugo Cabret,Brian Selznick,2007
9780330397800,Forever . . .,Judy Blume,1975
9780142404250,Hope Was Here,Joan Bauer,2000
9780316025060,North of Beautiful,Justina Chen,2009
9780307271040,The Buried Giant,Kazuo Ishiguro,2015
9780061245090,One Foot in the Grave,Jeaniene Frost,2008
9780767919390,At Home: A Short History of Private Life,Bill Bryson,2010
9780586010170,The Naked Sun,Isaac Asimov,1957
9780060012340,The Amazing Maurice and His Educated Rodents ,Terry Pratchett,2001
9780425083900,Books of Blood: Volume One,Clive Barker,1984
9780812976530,Thank You for Smoking,Christopher Buckley,1994
9780886778450,River of Blue Fire,Tad Williams,1998
9780810994740,Rodrick Rules,Jeff Kinney,2008
9780450040180,The Shining,Stephen King,1977
9780441783590,Starship Troopers,Robert A. Heinlein,1959
9780064402750,The Best Christmas Pageant Ever,Barbara Robinson,1972
9780385366430,Two Ravens and One Crow,Kevin Hearne,2012
9781301673870,Making Faces,Amy Harmon,2013
9780671727800,The Color Purple,Alice Walker,1982
9781934781630,Zeitoun,Dave Eggers,2008
9780446191550,Witness,Sandra Brown,1995
9780440244160,Beyond the Highland Mist,Karen Marie Moning,1999
9780738703920,Blue Is for Nightmares,Laurie Faria Stolarz,2003
9781423170280,Alienated,Melissa Landers,2014
9780140558650,Rumpelstilzchen,Paul O. Zelinsky,1986
9780618982510,Are You My Mother?: A Comic Drama,Alison Bechdel,2012
9780006161420,Ice Station Zebra,Alistair MacLean,1963
9780060577360,Flyte,"Angie Sage, Mark Zug",2006
9781411608310,Day by Day Armageddon,J.L. Bourne,2004
9780060933170,The Great and Secret Show,Clive Barker,1989
9780547628390,"Dark Triumph (His Fair Assassin, #2)",Robin LaFevers,2013
9781597800440,The Algebraist,Iain M. Banks,2004
9780345515480,Ice Cold,Tess Gerritsen,2010
9781844280130,Don't Let the Pigeon Drive the Bus,Mo Willems,2003
9780446679090,The Lion's Game,Nelson DeMille,2000
9780312350000,Cocktails for Three,Madeleine Wickham,2000
9780142003240,Live and Let Die,Ian Fleming,1954
9780545060460,The Black Circle,Patrick Carman,2009
9780330413350,Sons of Fortune,Jeffrey Archer,2002
9781419122120,Good Wives,Louisa May Alcott,1868
9780440227200,Brian's Winter,Gary Paulsen,1996
